ANONID,DEPT,HSGPA
25905,Psychology Department,NA
25986,Psychology Department,3.9
26044,Psychology Department,3.8
26049,Psychology Department,3.6
NA,Psychology Department,0
26098,Psychology Department,NA
26106,Psychology Department,4
26185,Psychology Department,4
26226,Psychology Department,3.5
26378,Psychology Department,4
26439,Psychology Department,3.6
26469,Psychology Department,3.2
26500,Psychology Department,0
26533,Psychology Department,4
26546,Psychology Department,3.4
26574,Psychology Department,3.7
26622,Psychology Department,4
26632,Psychology Department,3.6
26642,Psychology Department,3.8
26651,Psychology Department,0
26661,Psychology Department,3.7
26680,Psychology Department,0
26719,Psychology Department,0
26729,Psychology Department,3.9
26739,Psychology Department,3.9
26764,Psychology Department,3.7
26827,Psychology Department,3.8
26853,Psychology Department,3.9
26881,Psychology Department,4
26886,Psychology Department,3.9
26887,Psychology Department,0
26894,Psychology Department,3.8
26900,Psychology Department,3.8
26917,Psychology Department,3.9
26984,Psychology Department,3.7
26988,Psychology Department,3.8
27040,Psychology Department,3.9
27146,Psychology Department,3.7
27172,Psychology Department,3.8
27198,Psychology Department,NA
27199,Psychology Department,NA
27245,Psychology Department,3.7
27254,Psychology Department,3.7
27266,Psychology Department,3.4
27271,Psychology Department,3.9
27288,Psychology Department,3.5
27330,Psychology Department,0
27348,Psychology Department,3.5
27383,Psychology Department,0
27433,Psychology Department,4
27439,Psychology Department,3.3
27442,Psychology Department,3.9
27470,Psychology Department,NA
27492,Psychology Department,3.9
27510,Psychology Department,4
27534,Psychology Department,3.6
27573,Psychology Department,3.9
27587,Psychology Department,2.7
27662,Psychology Department,0
27669,Psychology Department,4
27720,Psychology Department,3.9
27733,Psychology Department,4
27741,Psychology Department,0
27753,Psychology Department,NA
27768,Psychology Department,3.4
27810,Psychology Department,3.7
27834,Psychology Department,3.4
27840,Psychology Department,0
27879,Psychology Department,NA
27897,Psychology Department,0
27926,Psychology Department,3.8
27949,Psychology Department,0
27970,Psychology Department,3.4
27986,Psychology Department,3.9
28010,Psychology Department,3.6
28011,Psychology Department,NA
28047,Psychology Department,4
28119,Psychology Department,3.6
28186,Psychology Department,4
28242,Psychology Department,NA
28249,Psychology Department,3.3
28251,Psychology Department,3.9
28255,Psychology Department,4
28275,Psychology Department,3.8
28283,Psychology Department,3.9
28289,Psychology Department,3.9
28290,Psychology Department,3.2
28303,Psychology Department,3.2
28320,Psychology Department,3.8
28394,Psychology Department,0
28425,Psychology Department,3.8
28432,Psychology Department,3.7
28451,Psychology Department,NA
28467,Psychology Department,3.3
28484,Psychology Department,4
28542,Psychology Department,3.5
28549,Psychology Department,3.8
28551,Psychology Department,0
28554,Psychology Department,3.8
28623,Psychology Department,3.3
28637,Psychology Department,2.9
28645,Psychology Department,3.8
28649,Psychology Department,3.9
28670,Psychology Department,4
28674,Psychology Department,3.3
28733,Psychology Department,3.9
28746,Psychology Department,3.3
28754,Psychology Department,4
28760,Psychology Department,NA
28785,Psychology Department,NA
28797,Psychology Department,4
28817,Psychology Department,3.8
28829,Psychology Department,2.9
28837,Psychology Department,3.4
28853,Psychology Department,3.5
28860,Psychology Department,3.95
28868,Psychology Department,3.8
28882,Psychology Department,3.9
28902,Psychology Department,4
28933,Psychology Department,0
28968,Psychology Department,3.5
28980,Psychology Department,3.6
28992,Psychology Department,0
29003,Psychology Department,0
29020,Psychology Department,3.1
29041,Psychology Department,3.9
29091,Psychology Department,3.8
29127,Psychology Department,3.4
29146,Psychology Department,3.9
29164,Psychology Department,3.6
29186,Psychology Department,NA
29196,Psychology Department,3.8
29200,Psychology Department,2.3
29243,Psychology Department,3.9
29252,Psychology Department,3.1
29254,Psychology Department,NA
29256,Psychology Department,3.8
29261,Psychology Department,3.9
29263,Psychology Department,3.4
29280,Psychology Department,2.9
29332,Psychology Department,3.9
29335,Psychology Department,NA
29351,Psychology Department,3.9
29358,Psychology Department,3.4
29365,Psychology Department,3.2
29374,Psychology Department,4
29411,Psychology Department,0
29439,Psychology Department,3.7
29448,Psychology Department,0
29534,Psychology Department,3.7
29563,Psychology Department,3.6
29575,Psychology Department,3.8
29648,Psychology Department,3.7
29650,Psychology Department,3.4
29657,Psychology Department,3.7
29680,Psychology Department,0
29727,Psychology Department,3.7
29730,Psychology Department,3.7
29749,Psychology Department,3.9
29767,Psychology Department,4
29774,Psychology Department,3.4
29779,Psychology Department,3.7
29839,Psychology Department,3.7
29873,Psychology Department,3.7
29897,Psychology Department,3.9
29990,Psychology Department,3.5
30004,Psychology Department,4
30019,Psychology Department,3.9
30046,Psychology Department,3.6
30062,Psychology Department,3.6
30077,Psychology Department,3.9
30082,Psychology Department,3.6
30087,Psychology Department,3.2
30115,Psychology Department,3.3
30119,Psychology Department,3.4
30142,Psychology Department,4
30187,Psychology Department,3.6
30237,Psychology Department,3.1
30261,Psychology Department,3.2
30274,Psychology Department,NA
30286,Psychology Department,3.5
30394,Psychology Department,3.9
30420,Psychology Department,3.8
30444,Psychology Department,3.9
30456,Psychology Department,0
30510,Psychology Department,4
30519,Psychology Department,NA
30560,Psychology Department,3.3
30580,Psychology Department,3.6
30636,Psychology Department,4
30642,Psychology Department,3.8
30676,Psychology Department,4
30691,Psychology Department,3.8
30709,Psychology Department,3
30763,Psychology Department,0
30815,Psychology Department,NA
30856,Psychology Department,4
30870,Psychology Department,3.4
30889,Psychology Department,3.7
30899,Psychology Department,3.6
30923,Psychology Department,4
31044,Psychology Department,3
31061,Psychology Department,4
31090,Psychology Department,4
31123,Psychology Department,3.8
31136,Psychology Department,3.7
31138,Psychology Department,3.8
31231,Psychology Department,3.7
31264,Psychology Department,3.7
31285,Psychology Department,3.5
31293,Psychology Department,3.9
31310,Psychology Department,3.8
31367,Psychology Department,0
31426,Psychology Department,4
NA,Psychology Department,3.79
31460,Psychology Department,3.8
" and the Arts""",Psychology Department,3.4
31491,Psychology Department,3.5
31520,Psychology Department,3.4
31536,Psychology Department,4
31543,Psychology Department,4
31574,Psychology Department,NA
31586,Psychology Department,3.7
31588,Psychology Department,3.8
31593,Psychology Department,3.6
31649,Psychology Department,NA
31712,Psychology Department,3.9
31737,Psychology Department,3.7
31752,Psychology Department,3.8
31772,Psychology Department,2.9
31777,Psychology Department,3.7
31817,Psychology Department,3.6
31819,Psychology Department,4
31820,Psychology Department,4
31824,Psychology Department,2.5
31830,Psychology Department,3.9
31838,Psychology Department,3.9
31850,Psychology Department,3.85
31882,Psychology Department,3.8
31920,Psychology Department,0
31935,Psychology Department,2.7
31943,Psychology Department,0
31963,Psychology Department,3.7
31991,Psychology Department,3.69
32003,Psychology Department,3.6
32026,Psychology Department,3.2
32038,Psychology Department,NA
32041,Psychology Department,0
32043,Psychology Department,NA
32048,Psychology Department,3.8
32092,Psychology Department,3.5
32136,Psychology Department,3.7
32155,Psychology Department,4
32211,Psychology Department,4
32297,Psychology Department,3.9
32351,Psychology Department,3.4
32383,Psychology Department,3.6
32424,Psychology Department,3.8
32472,Psychology Department,3.2
32475,Psychology Department,3.8
32485,Psychology Department,3.7
32554,Psychology Department,3.8
32564,Psychology Department,4
32618,Psychology Department,3.4
32656,Psychology Department,0
32689,Psychology Department,0
32727,Psychology Department,3.9
32740,Psychology Department,4
32827,Psychology Department,0
32829,Psychology Department,NA
32858,Psychology Department,3.3
32949,Psychology Department,0
32996,Psychology Department,4
33077,Psychology Department,3.9
33093,Psychology Department,3.7
33165,Psychology Department,3.5
33202,Psychology Department,0
33212,Psychology Department,0
33240,Psychology Department,3.5
33247,Psychology Department,0
" and the Arts""",Psychology Department,3.6
33360,Psychology Department,3.9
33394,Psychology Department,3.9
33409,Psychology Department,3.5
33417,Psychology Department,3.3
33438,Psychology Department,4
33457,Psychology Department,3.9
33476,Psychology Department,3.2
33497,Psychology Department,4
33517,Psychology Department,NA
33526,Psychology Department,3.8
33600,Psychology Department,3.9
33610,Psychology Department,NA
33626,Psychology Department,3.9
33659,Psychology Department,4
33684,Psychology Department,4
33732,Psychology Department,NA
33745,Psychology Department,3.7
33789,Psychology Department,3.7
33791,Psychology Department,3.8
33799,Psychology Department,3.87
33839,Psychology Department,3.9
33877,Psychology Department,3.9
33893,Psychology Department,3.1
33907,Psychology Department,3.7
33920,Psychology Department,3.4
33935,Psychology Department,3.7
33958,Psychology Department,4
34053,Psychology Department,3
34083,Psychology Department,3.7
34114,Psychology Department,NA
34118,Psychology Department,3.6
34176,Psychology Department,3.9
34214,Psychology Department,3.5
34224,Psychology Department,NA
34234,Psychology Department,3.5
34237,Psychology Department,3.9
34244,Psychology Department,3.9
34275,Psychology Department,0
34292,Psychology Department,3.6
34303,Psychology Department,3.8
34315,Psychology Department,3.7
34360,Psychology Department,2.9
34387,Psychology Department,4
34393,Psychology Department,3.2
34461,Psychology Department,3.9
34471,Psychology Department,3.4
34485,Psychology Department,3.8
34496,Psychology Department,4
34499,Psychology Department,NA
34511,Psychology Department,4
34592,Psychology Department,3.9
34670,Psychology Department,3.9
34680,Psychology Department,3.4
34712,Psychology Department,3.3
34733,Psychology Department,NA
" and Developmental Biology""",Psychology Department,0
34770,Psychology Department,3.5
34798,Psychology Department,3.77
34860,Psychology Department,NA
34875,Psychology Department,3.7
34898,Psychology Department,3.8
34906,Psychology Department,3.7
34949,Psychology Department,3.2
34956,Psychology Department,4
34967,Psychology Department,3.5
34976,Psychology Department,3.77
34979,Psychology Department,3.5
34993,Psychology Department,3.5
35000,Psychology Department,3.9
35020,Psychology Department,3.9
35032,Psychology Department,0
